model,report,D_mm,T_mm,d_mm,t_mm,d_D,D_T,load_type,load_on,load_category,location,microstrain_1,microstrain_2,microstrain_3,stress_trans,stress_long,stress_shear,sigma1_psi,sigma2_psi,sigma1_MPa,sigma2_MPa,SI_MPa
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270C-H,30,-103,-56,-3524,-145,-621,-34,-3634,-0.234,-25.056,24.822
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270C-P,29,-113,-87,-4442,-464,-347,-434,-4472,-2.992,-30.834,27.842
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270C-P,27,-111,-109,-4376,-659,-27,-658,-4876,-4.537,-33.62,29.083
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270C-Y*,13,46,-21,518,541,893,1423,-364,9.812,-2.51,12.322
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,I270N-0,7,16,6,477,367,135,567,277,3.909,1.91,1.999
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,I270N-E,6,15,7,473,319,105,526,266,3.627,1.834,1.793
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,0270N-B,13,-22,29,125,441,-677,978,-412,6.743,-2.841,9.584
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270H-C,8,6,4,214,294,21,299,208,2.062,1.434,0.628
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270N-D,4,12,-4,159,176,214,382,-47,2.634,-0.324,2.958
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270N-P,2,12,-11,28,70,300,350,-252,2.413,-1.738,4.151
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270R-G,1,11,-8,71,38,255,310,-201,2.137,-1.386,3.523
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270M-K,0,3,-2,9,10,64,71,-55,0.49,-0.379,0.869
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,O270N-N,1,1,0,20,25,9,31,13,0.214,0.09,0.124
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,I315C-K,16,-68,-21,-1982,-129,-622,60,-2172,0.414,-14.976,15.39
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,0315C-D,29,0,-28,-650,665,372,763,-7,5.261,-0.048,5.309
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,0315C-H,11,1,-81,-1789,-221,1093,340,-2350,2.344,-16.203,18.547
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,0315W-C,0,18,17,767,230,19,767,229,5.288,1.579,3.709
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,0315H-E,-17,19,15,758,-270,62,762,-273,5.254,-1.882,7.136
Model3,ORNL-5020,254,5.08,32.77,4.267,0.129,50,F_axial_cylinder,cylinder,force,0315N-K,-2,-2,0,-37,-83,-19,-30,-90,-0.207,-0.621,0.414
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-C-C,-33,351,360,15658,3696,-127,15659,3695,107.969,25.477,82.492
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-C-D,45,286,305,12950,5245,-254,12959,5237,89.352,36.109,53.243
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,T,88,186,184,8028,5056,32,8029,5056,55.36,34.861,20.499
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-C-K,62,172,184,7743,4184,-159,7750,4176,53.436,28.794,24.642
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-C-L*,-100,165,184,7767,-672,-254,7775,-680,53.609,-4.689,58.298
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-C-P,62,179,179,7799,4,202,0,7799,0.0,53.774,53.774
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-C-S,57,189,165,7704,4030,315,7731,4003,53.305,27.601,25.704
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-O-C-B,52,3,434,18336,7062,-410,18351,7047,126.53,48.589,77.941
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,-O-C-E,19,228,223,9872,3525,65,9873,3524,68.074,24.298,43.776
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-C-F,21,206,194,8777,3267,158,8782,3263,60.552,22.498,38.054
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-C-B,21,111,175,7369,2845,-189,7377,2837,50.864,19.561,31.303
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-C-J,40,161,154,6879,3265,97,6882,3262,47.451,22.491,24.96
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-O-C-K,57,156,159,6860,3759,-31,6861,3758,47.307,25.911,21.396
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-C-L,61,166,168,7274,4024,-32,7274,4023,50.154,27.739,22.415
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-C-B,54,168,161,7177,3783,94,7180,3781,49.506,26.07,23.436
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-C-S,59,159,168,7120,3906,-126,7125,3901,49.127,26.897,22.23
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-R-B,-352,396,412,18176,-5108,-191,18178,-5110,125.337,-35.233,160.57
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-R-E,117,105,120,4819,4966,-191,5098,4687,35.151,32.317,2.834
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-O-B-P,69,77,91,3608,3166,-191,3679,3095,25.367,21.34,4.027
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-R-B,-67,315,287,13305,1995,379,13318,1982,91.828,13.666,78.162
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-O-R-C,-67,68,64,2980,-1105,63,2981,-1106,20.554,-7.626,28.18
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-R-D,19,14,12,545,726,30,731,540,5.04,3.723,1.317
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-R-E,69,19,24,857,2314,-64,2317,854,15.976,5.888,10.088
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-O-R-P,78,35,42,1626,2829,-94,2836,1619,19.554,11.163,8.391
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-O-R-K,35,71,71,3083,1984,-1,3083,1984,21.257,13.68,7.577
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-O-R-B*,21,59,1616,36795,11675,-20749,48489,-19,334.332,-0.131,334.463
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90C-E,-31,14,7,508,-781,96,515,-788,3.551,-5.433,8.984
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90C-C*,5,48,0,1047,458,638,1455,50,10.032,0.345,9.687
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90C-D,55,57,53,2359,2360,64,2423,2296,16.707,15.831,0.876
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90C-F,105,36,57,1948,3744,-280,3787,1905,26.111,13.135,12.976
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90C-C,78,218,235,9879,5314,-221,9889,5303,68.185,36.564,31.621
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-90C-D,112,221,214,9425,6175,95,9427,6172,64.999,42.556,22.443
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90C-E,135,190,197,8355,6566,-95,8360,6561,57.642,45.238,12.404
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90C-F,157,183,183,7862,7059,0,7862,7059,54.208,48.672,5.536
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-90C-B,173,83,93,3670,6330,-127,6306,3664,43.48,25.263,18.217
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90B-B,-291,95,38,3257,-7760,763,3310,-7812,22.822,-53.864,76.686
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90B-C,-5,114,86,4409,1180,381,4453,1135,30.703,7.826,22.877
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90I-D,33,76,81,3421,2023,-65,3424,2020,23.608,13.928,9.68
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I-90B-F*,184,172,62,4936,6991,1462,7750,4176,53.436,28.794,24.642
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90B-B,-47,221,228,9912,1550,-95,9913,1549,68.35,10.68,57.67
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90B-C,-121,123,119,5454,-1996,63,5455,-1996,37.612,-13.762,51.374
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-901-D,-81,85,76,3636,-1330,127,3639,-1334,25.091,-9.198,34.289
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O-90I-B,-12,83,71,3403,665,158,3412,656,23.526,4.523,19.003
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90I-F,-7,52,71,2720,602,-253,2750,573,18.961,3.951,15.01
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0-90B-B,38,62,62,2670,1940,0,2670,1940,18.41,13.376,5.034
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I180C-D,57,302,292,12999,5598,126,13001,5596,89.642,38.584,51.058
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I180C-F,99,250,238,10620,6158,157,10626,6153,73.266,42.425,30.841
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I180R-B,-399,298,527,18563,-6,3,8,9,0.055,0.062,0.007
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I180H-D,186,-182,203,257,5652,-5117,8739,-2830,60.255,-19.513,79.768
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,-6*,52,52,2369,-1215,0,2369,-1215,180,-8.377,1.241,9.618
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0180R-P,76,50,38,1850,2837,158,2862,1825,19.733,12.583,7.15
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-E,97,59,64,2597,3700,-64,3704,2593,25.539,17.879,7.66
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-F,133,64,64,2664,4794,0,4794,2664,33.055,18.368,14.687
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-H,176,71,61,2719,6097,128,6102,2715,42.073,18.72,23.353
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-J,207,83,93,3636,7304,-128,7308,3631,50.389,25.036,25.353
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-L,212,107,90,4097,7590,218,7603,4084,52.423,28.159,24.264
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-P,201,93,95,3913,7192,-29,7193,3912,49.596,26.973,22.623
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270C-R,197,105,89,4051,7115,222,7131,4035,49.168,27.821,21.347
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-B,79,247,238,10578,5529,127,10581,5526,72.956,38.102,34.854
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-C,105,228,216,9657,6036,158,9664,6029,66.633,41.57,25.063
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0270C-D,133,219,212,9312,6789,95,9315,6785,64.227,46.783,17.444
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-E,147,205,195,8721,7039,190,8743,7018,60.283,48.389,11.894
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-B,169,159,152,6660,7063,95,7084,6639,48.844,45.776,3.068
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-J,190,121,117,5017,7212,63,7214,5015,49.741,34.578,15.163
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-K,188,100,100,4183,6890,0,6890,4183,47.507,28.842,18.665
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-P,190,81,90,3556,6777,-127,6782,3551,46.762,24.484,22.278
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270C-R,195,86,90,3655,6950,-63,6951,3654,47.927,25.194,22.733
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I270R-B,-305,60,36,2433,-8435,318,2443,-8444,16.844,-58.221,75.065
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270B-C,-123,111,114,5082,-2178,-31,5082,-2178,35.04,-15.017,50.057
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270B-D,-93,71,81,3448,-1749,-127,3451,-1752,23.795,-12.08,35.875
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270R-E,-55,59,67,2831,-792,-95,2833,-795,19.534,-5.482,25.016
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270R-P,-36,64,67,2914,-196,-32,2915,-196,20.099,-1.351,21.45
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,O270R-G,-26,62,62,2747,39,0,2747,39,18.941,0.269,18.672
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,02701-K,2,43,48,1984,667,-63,1987,664,13.7,4.578,9.122
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,I315C-H,108,83,203,6167,5079,-1607,7320,3927,50.471,27.077,23.394
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0315C-P,126,187,55,5182,5328,1771,7027,3,48.451,0.021,48.43
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,5R-B,-33,325,211,11823,2551,1518,12065,2308,83.188,15.914,67.274
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,pressure,cylinder,pressure,0315H-G,21,33,75,2338,1326,-565,2590,107,17.858,0.738,17.12
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-C,12,-190,179,-260,288,-4925,4947,-4919,34.11,-33.917,68.027
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-D,0,-169,160,-197,-51,-4385,4262,-4510,29.386,-31.096,60.482
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-E,7,-140,129,-257,143,-3591,3540,-3654,24.408,-25.194,49.602
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-P,7,-114,108,-156,176,-2956,2971,-2951,20.485,-20.347,40.832
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-H,0,62,-64,-39,1,1684,1665,-1704,11.48,-11.749,23.229
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-J,0,39,-43,-88,-15,1080,1029,-1132,7.095,-7.805,14.9
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-K,3,-28,24,-90,57,-703,690,-723,4.758,-4.985,9.743
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-L*,0,-17,14,-52,-16,-413,380,-448,2.62,-3.089,5.709
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-H,2,-10,10,-3,71,-254,291,-223,2.006,-1.538,3.544
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-P,2,-5,5,-3,71,-127,166,-98,1.145,-0.676,1.821
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-C-S,2,-2,5,50,87,-95,165,-29,1.138,-0.2,1.338
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-B,5,-88,71,-366,37,-2118,1963,-2292,13.535,-15.803,29.338
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-C,2,-97,88,-203,14,-2464,2372,-2561,16.355,-17.658,34.013
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-D,3,-80,71,-204,17,-2023,1932,-2120,13.321,-14.617,27.938
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-E,3,-66,60,-148,34,-1677,1622,-1736,11.184,-11.97,23.154
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-F,-2,-50,52,62,-44,-1358,1368,-1351,9.432,-9.315,18.747
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-H,3,-28,29,7,80,-759,803,-716,5.537,-4.937,10.474
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-J,2,-14,19,102,102,-442,544,-341,3.751,-2.351,6.102
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-L,0,-7,7,0,0,-190,190,-190,1.31,-1.31,2.62
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-R,0,-5,7,52,16,-158,193,-125,1.331,-0.862,2.193
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-P,0,-2,2,0,0,-63,63,-63,0.434,-0.434,0.868
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-C-S,2,0,0,-3,70,0,70,-3,0.483,-0.021,0.504
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-N-B,79,-199,172,-666,2171,-4945,5897,-4392,40.66,-30.283,70.943
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-N-C,-10,-34,-2,-779,-521,-415,-216,-1084,-1.489,-7.474,5.985
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-N-E,-24,12,-17,-79,-742,383,96,-917,0.662,-6.323,6.985
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-N-P,-22,5,-2,76,-624,96,89,-636,0.614,-4.385,4.999
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-O-N-N*,-153,-5,0,63,-4579,-64,64,-4579,0.441,-31.572,32.013
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,0-O-M-B,-2,64,-88,-519,-227,2022,1655,-2400,11.411,-16.548,27.959
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-O-N-D*,2,749,-9,16252,4947,10108,22181,-981,152.938,-6.764,159.702
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,0-O-N-E,0,2,0,52,16,32,70,-3,0.483,-0.021,0.504
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,0-O-N-F,5,0,0,-5,141,0,141,-5,0.972,-0.034,1.006
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,0-O-N-H,2,0,-2,-55,55,32,63,-63,0.434,-0.434,0.868
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,0-O-N-K,-5,0,-5,-99,-172,63,-63,-208,-0.434,-1.434,1.0
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90C-C*,-46,-192,0,-4163,-2624,-2554,-726,-6061,-5.006,-41.791,36.785
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90C-D,-34,-137,-132,-5866,-2774,-63,-2772,-5867,-19.113,-40.453,21.34
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90C-E,-31,-98,-91,-4136,-2186,-96,-2181,-4141,-15.038,-28.552,13.514
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90C-P,-22,-100,-67,-3652,-1754,-4,36,-1658,0.248,-11.432,11.68
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90C-R,7,2,2,81,226,1,226,81,1.558,0.558,1.0
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90C-B,76,223,258,10493,5424,-474,10537,5380,72.653,37.095,35.558
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90C-C,88,199,213,8971,5317,-191,8981,5307,61.924,36.592,25.332
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90C-D*,85,168,0,3604,3636,2242,5862,1378,40.418,9.501,30.917
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90C-B,80,123,130,5484,4058,-96,5491,4051,37.86,27.932,9.928
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90C-P,71,102,102,4400,3450,-1,4400,3450,30.338,23.788,6.55
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90C-S,-3,-5,1,-78,-104,-86,-4,-178,-0.028,-1.227,1.199
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,OW-B,-591,72,-74,600,-17645,1939,804,-17849,5.544,-123.069,128.613
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90S-C,127,122,122,5214,5364,0,5364,5214,36.985,35.951,1.034
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90R-D,246,62,100,3294,8358,-508,8409,3244,57.98,22.367,35.613
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-9011-E,215,-5,45,655,6635,-667,6709,582,46.259,4.013,42.246
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I-90W-P*,24,-28,3,-588,555,-415,690,-723,4.758,-4.985,9.743
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90W-3,258,401,403,17388,12968,-31,17388,12967,119.89,89.407,30.483
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90B-C,59,111,118,4983,3268,-94,4988,3263,34.392,22.498,11.894
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,0-90R-D,95,14,14,510,2991,1,2991,510,20.623,3.516,17.107
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90W-E,107,-7,-2,-326,3105,-63,3106,-327,21.416,-2.255,23.671
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90H-P,130,38,5,795,4153,443,4210,738,29.028,5.089,23.939
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O-90W-II,130,0,7,13,3918,-95,3921,11,27.035,0.076,26.959
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I180C-B,-19,162,-130,730,-357,3893,4118,-3744,28.394,-25.815,54.209
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I180C-C,-12,212,-165,1031,-55,5024,5541,-4565,38.205,-31.476,69.681
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I180C-E,-3,141,-123,397,38,3519,3741,-3306,25.794,-22.795,48.589
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,I180C-P,-3,115,-97,401,41,2827,3054,-2611,21.057,-18.003,39.06
Model4,ORNL-5019,254,5.08,32.77,1.626,0.129,50,M_outplane_nozzle,nozzle,moment,O180C-B,9,85,-100,-340,167,2471,2397,-2570,16.527,-17.72,34.247
